Di-photon ACC,Di-photon AUC,ZZ->4l ACC,ZZ->4l AUC,Luminosity (fb^-1),Model type,Model Name,Za ACC,Za AUC
0.64755,0.699853555,0.56425,0.58905395,300.0,ParT,ParT_L300_wo_a_pTnorm_04,0.64935,0.7003101150000001
0.65975,0.70731205,0.5737,0.5915577749999998,300.0,ParT,ParT_L300_wo_a_pTnorm_05,0.65885,0.707042205
0.6622,0.714701995,0.62115,0.66662478,300.0,ParT,ParT_L300_wo_a_pTnorm_06,0.6666,0.7165046850000001
0.65465,0.70666156,0.582,0.622780195,300.0,ParT,ParT_L300_wo_a_pTnorm_07,0.65505,0.70379667
0.6574,0.713636795,0.5957,0.627000865,300.0,ParT,ParT_L300_wo_a_pTnorm_08,0.67035,0.72413159
0.6524,0.69979327,0.5781,0.601563555,300.0,ParT,ParT_L300_wo_a_pTnorm_09,0.65765,0.7059082650000001
0.65295,0.70318227,0.57795,0.5966991850000001,300.0,ParT,ParT_L300_wo_a_pTnorm_10,0.6524,0.701698175
0.65545,0.708716745,0.58885,0.624716915,900.0,ParT,ParT_L900_wo_a_pTnorm_01,0.6626,0.716194275
0.67725,0.73289396,0.5988,0.6315118550000001,900.0,ParT,ParT_L900_wo_a_pTnorm_02,0.6758,0.735253395
0.66645,0.7219158149999999,0.59035,0.6232637599999999,900.0,ParT,ParT_L900_wo_a_pTnorm_03,0.68995,0.750864225
0.6915,0.750406255,0.5999,0.64212431,900.0,ParT,ParT_L900_wo_a_pTnorm_04,0.6945,0.75500832
0.67935,0.7366041600000001,0.60115,0.644687225,900.0,ParT,ParT_L900_wo_a_pTnorm_05,0.6757,0.734845045
0.68105,0.7406239800000001,0.6147,0.650272535,900.0,ParT,ParT_L900_wo_a_pTnorm_06,0.6832,0.742331245
0.6876,0.7500462699999999,0.63225,0.6786877899999999,900.0,ParT,ParT_L900_wo_a_pTnorm_07,0.69055,0.7488010399999999
0.6846,0.740270455,0.60835,0.6490524599999999,900.0,ParT,ParT_L900_wo_a_pTnorm_08,0.68855,0.74503654
0.66915,0.724079535,0.62095,0.66075675,900.0,ParT,ParT_L900_wo_a_pTnorm_09,0.6771,0.72963831
0.69805,0.7596406050000001,0.60255,0.6346177700000001,900.0,ParT,ParT_L900_wo_a_pTnorm_10,0.699,0.760601305
0.71045,0.7754838500000001,0.65055,0.7051170200000001,1800.0,ParT,ParT_L1800_wo_a_pTnorm_01,0.7106,0.77629957
0.6998,0.7627097600000001,0.6393,0.68967891,1800.0,ParT,ParT_L1800_wo_a_pTnorm_02,0.7007,0.76190969
0.69865,0.760971295,0.6229,0.6687829700000001,1800.0,ParT,ParT_L1800_wo_a_pTnorm_03,0.69645,0.759627095
0.69555,0.75800799,0.6312,0.6775335749999999,1800.0,ParT,ParT_L1800_wo_a_pTnorm_04,0.69845,0.75925709
0.70215,0.7588805650000001,0.6307,0.676930945,1800.0,ParT,ParT_L1800_wo_a_pTnorm_05,0.69715,0.75670831
0.70725,0.76432345,0.6517,0.698784705,1800.0,ParT,ParT_L1800_wo_a_pTnorm_06,0.70345,0.7616116800000001
0.7158,0.7801535549999999,0.65105,0.70382927,1800.0,ParT,ParT_L1800_wo_a_pTnorm_07,0.7168,0.78042547
0.69505,0.7590097250000001,0.6058,0.6538354799999999,1800.0,ParT,ParT_L1800_wo_a_pTnorm_08,0.7028,0.7674037499999999
0.6941,0.7580549699999999,0.61325,0.6495673550000001,1800.0,ParT,ParT_L1800_wo_a_pTnorm_09,0.70115,0.76277382
0.7003,0.757551945,0.6386,0.685851105,1800.0,ParT,ParT_L1800_wo_a_pTnorm_10,0.69565,0.7549156850000001
0.70515,0.76895323,0.67765,0.7344764500000002,3000.0,ParT,ParT_L3000_wo_a_pTnorm_01,0.7067,0.76648584
0.70565,0.769619195,0.62045,0.66519613,3000.0,ParT,ParT_L3000_wo_a_pTnorm_02,0.7093,0.772925305
0.7026,0.7685572,0.64295,0.69715704,3000.0,ParT,ParT_L3000_wo_a_pTnorm_03,0.6997,0.766178885
0.7082,0.775869135,0.6647,0.718020125,3000.0,ParT,ParT_L3000_wo_a_pTnorm_04,0.7134,0.780255625
0.7009,0.76392538,0.65815,0.7097528200000001,3000.0,ParT,ParT_L3000_wo_a_pTnorm_05,0.69845,0.7644591399999999
0.70225,0.7703959899999999,0.6423,0.6966074649999999,3000.0,ParT,ParT_L3000_wo_a_pTnorm_06,0.70605,0.77278384
0.7003,0.7676883299999999,0.6529,0.7057209449999999,3000.0,ParT,ParT_L3000_wo_a_pTnorm_07,0.6971,0.75865084
0.6991,0.759681745,0.6421,0.685041045,3000.0,ParT,ParT_L3000_wo_a_pTnorm_08,0.7004,0.75735821
0.69015,0.75359829,0.6561,0.7081793850000001,3000.0,ParT,ParT_L3000_wo_a_pTnorm_09,0.6937,0.75294759
0.7026,0.761993875,0.6681,0.7265376250000001,3000.0,ParT,ParT_L3000_wo_a_pTnorm_10,0.6976,0.757833025
0.6608,0.716319335,0.59575,0.6287585200000001,100.0,ParT,ParT_L100_wo_a_phi_aug_5_01,0.6593,0.7136790150000001
0.64435,0.68928152,0.5633,0.575205685,100.0,ParT,ParT_L100_wo_a_phi_aug_5_02,0.6522,0.69968421
0.64965,0.7005744899999999,0.59385,0.632605235,100.0,ParT,ParT_L100_wo_a_phi_aug_5_03,0.642,0.694997435
0.6469,0.694347615,0.5882,0.6131220800000001,100.0,ParT,ParT_L100_wo_a_phi_aug_5_04,0.6463,0.69286266
0.60775,0.641013005,0.5906,0.61978764,100.0,ParT,ParT_L100_wo_a_phi_aug_5_05,0.606,0.6404412650000001
0.64715,0.6882150100000001,0.5678,0.591628115,100.0,ParT,ParT_L100_wo_a_phi_aug_5_06,0.6436,0.688666045
0.64735,0.69074914,0.55425,0.559661655,100.0,ParT,ParT_L100_wo_a_phi_aug_5_07,0.6539,0.69663636
0.6492,0.6950241300000001,0.5875,0.62039099,100.0,ParT,ParT_L100_wo_a_phi_aug_5_08,0.65985,0.7046509999999999
0.6346,0.6751932,0.52345,0.52837835,100.0,ParT,ParT_L100_wo_a_phi_aug_5_09,0.63825,0.6807439
0.63595,0.67727169,0.5743,0.586993375,100.0,ParT,ParT_L100_wo_a_phi_aug_5_10,0.63295,0.675932585
0.68005,0.7360914500000001,0.60735,0.6514489,300.0,ParT,ParT_L300_wo_a_phi_aug_5_01,0.681,0.7364140949999999
0.64795,0.694454165,0.5512,0.5593811,300.0,ParT,ParT_L300_wo_a_phi_aug_5_02,0.67845,0.73614203
0.66485,0.71990789,0.5571,0.5770259799999999,300.0,ParT,ParT_L300_wo_a_phi_aug_5_03,0.66195,0.7171263299999999
0.65025,0.697953375,0.549,0.5627931349999999,300.0,ParT,ParT_L300_wo_a_phi_aug_5_04,0.6605,0.71347424
0.68725,0.7448767300000001,0.6054,0.641402445,300.0,ParT,ParT_L300_wo_a_phi_aug_5_05,0.6778,0.729675765
0.65815,0.714681155,0.61075,0.63817431,300.0,ParT,ParT_L300_wo_a_phi_aug_5_06,0.66605,0.72355512
0.6927,0.7528185,0.6205,0.6679677150000001,300.0,ParT,ParT_L300_wo_a_phi_aug_5_07,0.68855,0.7502903
0.67745,0.738771225,0.61355,0.6517158599999999,300.0,ParT,ParT_L300_wo_a_phi_aug_5_08,0.68955,0.7521476949999999
0.6568,0.71046236,0.5851,0.617370575,300.0,ParT,ParT_L300_wo_a_phi_aug_5_09,0.6651,0.71353758
0.6767,0.730157335,0.5789,0.612062035,300.0,ParT,ParT_L300_wo_a_phi_aug_5_10,0.67585,0.7328648449999999
0.6983,0.76293903,0.65195,0.701580015,900.0,ParT,ParT_L900_wo_a_phi_aug_5_01,0.7039,0.764626
0.6911,0.7512522049999999,0.62645,0.666359965,900.0,ParT,ParT_L900_wo_a_phi_aug_5_02,0.6929,0.753801815
0.6895,0.75409976,0.5962,0.637541565,900.0,ParT,ParT_L900_wo_a_phi_aug_5_03,0.68735,0.75437856
0.6954,0.757406165,0.6533,0.70281718,900.0,ParT,ParT_L900_wo_a_phi_aug_5_04,0.69665,0.758589045
0.67975,0.740119475,0.6216,0.664379705,900.0,ParT,ParT_L900_wo_a_phi_aug_5_05,0.68785,0.74592984
0.68085,0.7409087299999999,0.6209,0.658562195,900.0,ParT,ParT_L900_wo_a_phi_aug_5_06,0.6859,0.7482888249999999
0.68665,0.7488506850000001,0.61805,0.662469285,900.0,ParT,ParT_L900_wo_a_phi_aug_5_07,0.70745,0.7676135900000001
0.69925,0.7556400049999998,0.66395,0.7120983700000001,900.0,ParT,ParT_L900_wo_a_phi_aug_5_08,0.7054,0.76955675
0.67695,0.734162635,0.64595,0.68710793,900.0,ParT,ParT_L900_wo_a_phi_aug_5_09,0.6807,0.73941675
0.6881,0.745794635,0.61255,0.65641945,900.0,ParT,ParT_L900_wo_a_phi_aug_5_10,0.6962,0.760452675
0.69605,0.7650295600000001,0.65415,0.70762212,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_01,0.68285,0.7456700099999999
0.6939,0.7578784349999999,0.65235,0.7051405350000001,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_02,0.69775,0.7612404399999999
0.69655,0.7488897,0.6658,0.711424865,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_03,0.70385,0.7562491
0.67625,0.72240186,0.6267,0.6616568,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_04,0.6764,0.72638447
0.6998,0.7624847699999999,0.66785,0.71389599,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_05,0.7144,0.773495235
0.71445,0.783506165,0.62825,0.67894919,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_06,0.6866,0.75455283
0.71025,0.7765345300000001,0.65935,0.71336935,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_07,0.6915,0.755132365
0.69405,0.756091235,0.6563,0.708450155,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_08,0.6934,0.757189645
0.6892,0.748816105,0.64535,0.69546734,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_09,0.6848,0.7459582950000001
0.6855,0.73457796,0.62665,0.65884752,1800.0,ParT,ParT_L1800_wo_a_phi_aug_5_10,0.6874,0.73988125
0.69455,0.753505695,0.67065,0.72198186,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_01,0.6928,0.75623745
0.69375,0.75144185,0.6328,0.67264152,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_02,0.70025,0.7575177550000001
0.6647,0.71794243,0.6202,0.6538679350000001,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_03,0.6928,0.750602465
0.69795,0.75348902,0.63725,0.67725502,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_04,0.7035,0.759703745
0.7122,0.774754905,0.68035,0.7363624499999999,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_05,0.7098,0.77331627
0.7146,0.7836564500000001,0.65755,0.7104278749999999,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_06,0.71635,0.78360517
0.69775,0.7584657100000001,0.67525,0.722875205,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_07,0.6931,0.75241046
0.69825,0.744025225,0.66345,0.70223753,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_08,0.6945,0.740233025
0.6861,0.74095858,0.6539,0.694004405,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_09,0.68855,0.74572426
0.67965,0.733642485,0.6555,0.6942684800000001,3000.0,ParT,ParT_L3000_wo_a_phi_aug_5_10,0.6836,0.737822715
0.6735,0.7318757699999999,0.6133,0.6540026999999999,100.0,ParT,ParT_L100_wo_a_phi_aug_10_01,0.67675,0.73179294
0.64805,0.691746395,0.56505,0.583361005,100.0,ParT,ParT_L100_wo_a_phi_aug_10_02,0.6529,0.6974743000000001
0.64965,0.7044762649999999,0.5654,0.593538295,100.0,ParT,ParT_L100_wo_a_phi_aug_10_03,0.6544,0.7029103700000001
0.6406,0.68296664,0.5639,0.5788364699999999,100.0,ParT,ParT_L100_wo_a_phi_aug_10_04,0.6414,0.686452775
0.6117,0.6488530250000001,0.59105,0.6225953,100.0,ParT,ParT_L100_wo_a_phi_aug_10_05,0.61195,0.6535262900000001
0.6574,0.70460366,0.57185,0.590439395,100.0,ParT,ParT_L100_wo_a_phi_aug_10_06,0.6606,0.707716325
0.65235,0.70087692,0.5635,0.5852774199999999,100.0,ParT,ParT_L100_wo_a_phi_aug_10_07,0.651,0.699169665
0.6438,0.690072605,0.59185,0.626121825,100.0,ParT,ParT_L100_wo_a_phi_aug_10_08,0.65425,0.699531665
0.64755,0.694267,0.5456,0.55158185,100.0,ParT,ParT_L100_wo_a_phi_aug_10_09,0.6554,0.7017679250000002
0.6419,0.6869335,0.57705,0.59127138,100.0,ParT,ParT_L100_wo_a_phi_aug_10_10,0.6388,0.6838185
0.6406,0.6938478699999999,0.59545,0.63079881,300.0,ParT,ParT_L300_wo_a_phi_aug_10_01,0.6353,0.6863430150000001
0.66725,0.7191782200000001,0.60435,0.64133637,300.0,ParT,ParT_L300_wo_a_phi_aug_10_02,0.6775,0.73201705
0.671,0.7282017599999999,0.5749,0.597537415,300.0,ParT,ParT_L300_wo_a_phi_aug_10_03,0.67155,0.72599024
0.67205,0.72245745,0.5778,0.603621405,300.0,ParT,ParT_L300_wo_a_phi_aug_10_04,0.6768,0.72762679
0.6743,0.72573673,0.61795,0.657270415,300.0,ParT,ParT_L300_wo_a_phi_aug_10_05,0.67725,0.730652795
0.66305,0.7190524949999999,0.6094,0.64507381,300.0,ParT,ParT_L300_wo_a_phi_aug_10_06,0.6697,0.724769795
0.66085,0.71523519,0.59695,0.632256345,300.0,ParT,ParT_L300_wo_a_phi_aug_10_07,0.66325,0.7168328749999999
0.67885,0.73914684,0.6001,0.6421173950000001,300.0,ParT,ParT_L300_wo_a_phi_aug_10_08,0.68135,0.742221985
0.6587,0.712253355,0.58695,0.62005389,300.0,ParT,ParT_L300_wo_a_phi_aug_10_09,0.6674,0.722635075
0.6513,0.6981020149999999,0.6247,0.66627762,300.0,ParT,ParT_L300_wo_a_phi_aug_10_10,0.64755,0.695247155
0.6924,0.7496722050000001,0.6235,0.669508275,900.0,ParT,ParT_L900_wo_a_phi_aug_10_01,0.6885,0.74884452
0.6915,0.750322425,0.62095,0.6542206,900.0,ParT,ParT_L900_wo_a_phi_aug_10_02,0.6916,0.7502995299999999
0.69395,0.75810826,0.6026,0.64397909,900.0,ParT,ParT_L900_wo_a_phi_aug_10_03,0.696,0.75866824
0.697,0.7560602000000001,0.59575,0.628147875,900.0,ParT,ParT_L900_wo_a_phi_aug_10_04,0.6989,0.7591782599999999
0.6873,0.7476790799999999,0.6184,0.663691715,900.0,ParT,ParT_L900_wo_a_phi_aug_10_05,0.69115,0.7514308999999999
0.692,0.752226355,0.63455,0.675443775,900.0,ParT,ParT_L900_wo_a_phi_aug_10_06,0.6919,0.753480245
0.68885,0.75009012,0.60035,0.6390110199999999,900.0,ParT,ParT_L900_wo_a_phi_aug_10_07,0.6945,0.754234555
0.71895,0.7859301700000001,0.6736,0.730470325,900.0,ParT,ParT_L900_wo_a_phi_aug_10_08,0.7278,0.792223425
0.69985,0.7614548050000001,0.67965,0.7344037299999999,900.0,ParT,ParT_L900_wo_a_phi_aug_10_09,0.7059,0.769393065
0.6828,0.7452689649999998,0.5945,0.64147819,900.0,ParT,ParT_L900_wo_a_phi_aug_10_10,0.687,0.7512115799999999
0.68715,0.749241165,0.623,0.6691792400000001,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_01,0.69915,0.75774663
0.7037,0.7696436799999999,0.64295,0.6903943849999999,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_02,0.70805,0.7724792799999999
0.6857,0.748835555,0.6262,0.665055745,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_03,0.68975,0.7535351100000001
0.68895,0.7488464,0.63045,0.6683489650000001,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_04,0.68445,0.74952392
0.7065,0.770329585,0.6564,0.7067687750000001,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_05,0.70565,0.7684820499999999
0.70435,0.7674687200000001,0.6628,0.7257593999999999,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_06,0.70105,0.7650054
0.7067,0.7737328500000001,0.67025,0.732129285,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_07,0.70855,0.77468312
0.67645,0.7252831500000001,0.65265,0.69055105,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_08,0.683,0.7331072949999998
0.69175,0.750658815,0.6446,0.6860169049999999,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_09,0.68955,0.7501697500000001
0.67535,0.72957025,0.6167,0.65153089,1800.0,ParT,ParT_L1800_wo_a_phi_aug_10_10,0.67775,0.73159189
0.7058,0.76773201,0.67175,0.7250126299999999,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_01,0.7095,0.7686588700000001
0.6899,0.7453948850000001,0.6452,0.6869264300000001,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_02,0.6975,0.75294632
0.69215,0.75437946,0.6508,0.6948983150000001,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_03,0.69725,0.7565678949999999
0.67825,0.711501485,0.62105,0.64402922,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_04,0.6828,0.72102921
0.695,0.753117465,0.6593,0.706782385,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_05,0.69965,0.7566099550000001
0.68665,0.746985835,0.5981,0.637973635,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_06,0.6841,0.74808761
0.70235,0.75921454,0.6741,0.7215409700000002,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_07,0.69565,0.7525686749999999
0.7079,0.76364878,0.6773,0.725885315,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_08,0.7007,0.7598428850000001
0.6995,0.7650275400000001,0.67945,0.74175962,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_09,0.70025,0.765123185
0.68645,0.7399449149999999,0.6434,0.6805101699999999,3000.0,ParT,ParT_L3000_wo_a_phi_aug_10_10,0.6913,0.74315504
,,,,100.0,ParT,ParT_L100_wo_a_01,0.5617,0.575328485
,,,,100.0,ParT,ParT_L100_wo_a_02,0.5,0.4269841049999999
,,,,100.0,ParT,ParT_L100_wo_a_03,0.5,0.37346819
,,,,100.0,ParT,ParT_L100_wo_a_04,0.5846,0.60909656
,,,,100.0,ParT,ParT_L100_wo_a_05,0.5554,0.568831795
,,,,100.0,ParT,ParT_L100_wo_a_06,0.5424,0.55267857
,,,,100.0,ParT,ParT_L100_wo_a_07,0.55125,0.548359445
,,,,100.0,ParT,ParT_L100_wo_a_08,0.50335,0.477340965
,,,,100.0,ParT,ParT_L100_wo_a_09,0.62455,0.666686665
,,,,100.0,ParT,ParT_L100_wo_a_10,0.50045,0.452867005
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_01,0.6142,0.65343982
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_02,0.611,0.64770518
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_03,0.62565,0.655705415
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_04,0.5321,0.53571068
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_05,0.5646,0.57765321
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_06,0.58155,0.60824983
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_07,0.61795,0.65195904
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_08,0.59665,0.61459584
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_09,0.52875,0.52951354
,,,,100.0,ParT,ParT_L100_wo_a_phi_aug_15_10,0.6202,0.6570212499999999
,,,,1800.0,ParT,ParT_L1800_wo_a_01,0.50065,0.475353745
,,,,1800.0,ParT,ParT_L1800_wo_a_02,0.6299,0.6789298899999999
999999.0,,,,,,,,
,,,,1800.0,ParT,ParT_L1800_wo_a_05,0.6188,0.6570791399999999
,,,,1800.0,ParT,ParT_L1800_wo_a_08,0.62945,0.6714921300000001
,,,,1800.0,ParT,ParT_L1800_wo_a_04,0.63905,0.6849628649999999
,,,,1800.0,ParT,ParT_L1800_wo_a_03,0.5572,0.562383495
,,,,1800.0,ParT,ParT_L1800_wo_a_07,0.6458,0.6918784
,,,,1800.0,ParT,ParT_L1800_wo_a_06,0.63855,0.67283117
,,,,1800.0,ParT,ParT_L1800_wo_a_10,0.62575,0.666977205
,,,,1800.0,ParT,ParT_L1800_wo_a_09,0.50115,0.480217025
,,,,3000.0,ParT,ParT_L3000_wo_a_01,0.6108,0.644584075
,,,,3000.0,ParT,ParT_L3000_wo_a_04,0.5323,0.54738474
,,,,3000.0,ParT,ParT_L3000_wo_a_07,0.64195,0.6850471800000001
,,,,3000.0,ParT,ParT_L3000_wo_a_03,0.63575,0.6770844800000001
,,,,3000.0,ParT,ParT_L3000_wo_a_02,0.59995,0.6412522199999999
,,,,3000.0,ParT,ParT_L3000_wo_a_10,0.6107,0.6498089499999999
,,,,3000.0,ParT,ParT_L3000_wo_a_06,0.62875,0.67040048
,,,,3000.0,ParT,ParT_L3000_wo_a_05,0.6432,0.68288303
,,,,3000.0,ParT,ParT_L3000_wo_a_09,0.6214,0.6611449100000001
,,,,3000.0,ParT,ParT_L3000_wo_a_08,0.6167,0.658684465
,,,,300.0,ParT,ParT_L300_wo_a_03,0.5029,0.468281025
,,,,300.0,ParT,ParT_L300_wo_a_06,0.54795,0.571535175
,,,,300.0,ParT,ParT_L300_wo_a_02,0.62145,0.6564560850000001
,,,,300.0,ParT,ParT_L300_wo_a_01,0.57745,0.6076058049999999
,,,,300.0,ParT,ParT_L300_wo_a_09,0.52335,0.52554795
,,,,300.0,ParT,ParT_L300_wo_a_05,0.56315,0.58516423
,,,,300.0,ParT,ParT_L300_wo_a_04,0.5218,0.51988566
,,,,300.0,ParT,ParT_L300_wo_a_08,0.58735,0.61979207
,,,,300.0,ParT,ParT_L300_wo_a_07,0.57395,0.5868722949999999
,,,,300.0,ParT,ParT_L300_wo_a_10,0.5935,0.619964975
,,,,900.0,ParT,ParT_L900_wo_a_02,0.61705,0.657952235
,,,,900.0,ParT,ParT_L900_wo_a_05,0.62055,0.6629176000000001
,,,,900.0,ParT,ParT_L900_wo_a_01,0.50035,0.44336102
,,,,900.0,ParT,ParT_L900_wo_a_08,0.5819,0.6129590699999999
,,,,900.0,ParT,ParT_L900_wo_a_04,0.6191,0.658170155
,,,,900.0,ParT,ParT_L900_wo_a_03,0.5049,0.46458329
,,,,900.0,ParT,ParT_L900_wo_a_07,0.54555,0.56151624
,,,,900.0,ParT,ParT_L900_wo_a_06,0.5675,0.587338955
,,,,900.0,ParT,ParT_L900_wo_a_10,0.5441,0.547994515
,,,,900.0,ParT,ParT_L900_wo_a_09,0.57985,0.604478985
